OID,Country or Area,Year,Description,Magnitude,Value
19366..IZF...,AUSTRALIA,2008,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,103.755
19366..CZF...,AUSTRALIA,2008,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,102.933
19366..IZF...,AUSTRALIA,2007,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,101.937
19366..CZF...,AUSTRALIA,2007,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,101.031
19366..IZF...,AUSTRALIA,2006,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,100.521
19366..CZF...,AUSTRALIA,2006,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,99.6025
19366..IZF...,AUSTRALIA,2005,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,100
19366..CZF...,AUSTRALIA,2005,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,100
19366..IZF...,AUSTRALIA,2004,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,98.9322
19366..CZF...,AUSTRALIA,2004,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,98.9317
19366..IZF...,AUSTRALIA,2003,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,98.7335
19366..CZF...,AUSTRALIA,2003,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,98.9068
19366..IZF...,AUSTRALIA,2002,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,98.4852
19366..CZF...,AUSTRALIA,2002,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,98.4596
19366..IZF...,AUSTRALIA,2001,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,95.4557
19366..CZF...,AUSTRALIA,2001,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,95.6522
19366..IZF...,AUSTRALIA,2000,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,94.1537
19366..CZF...,AUSTRALIA,2000,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,95.582
19366..IZF...,AUSTRALIA,1999,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,89.5762
19366..CZF...,AUSTRALIA,1999,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,90.6449
19366..IZF...,AUSTRALIA,1998,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,89.0356
19366..CZF...,AUSTRALIA,1998,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,87.7787
19366..IZF...,AUSTRALIA,1997,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,86.7153
19366..CZF...,AUSTRALIA,1997,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,85.1885
19366..IZF...,AUSTRALIA,1996,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,85.2242
19366..CZF...,AUSTRALIA,1996,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,83.5295
19366..IZF...,AUSTRALIA,1995,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,81.9754
19366..CZF...,AUSTRALIA,1995,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,80.5813
19366..IZF...,AUSTRALIA,1994,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,80.797
19366..CZF...,AUSTRALIA,1994,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,79.6501
19366..IZF...,AUSTRALIA,1993,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,76.8451
19366..CZF...,AUSTRALIA,1993,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,75.8408
19366..IZF...,AUSTRALIA,1992,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,74.6048
19366..CZF...,AUSTRALIA,1992,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,73.7256
19366..IZF...,AUSTRALIA,1991,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,74.1951
19366..CZF...,AUSTRALIA,1991,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,73.7467
19366..IZF...,AUSTRALIA,1990,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,75.3322
19366..CZF...,AUSTRALIA,1990,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,76.4895
19366..IZF...,AUSTRALIA,1989,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,73.9454
19366..CZF...,AUSTRALIA,1989,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,74.692
19366..IZF...,AUSTRALIA,1988,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,71.8748
19366..CZF...,AUSTRALIA,1988,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,71.4378
19366..IZF...,AUSTRALIA,1987,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,66.9482
19366..CZF...,AUSTRALIA,1987,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,67.7187
19366..IZF...,AUSTRALIA,1986,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,62.9114
19366..CZF...,AUSTRALIA,1986,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,64.6194
19366..IZF...,AUSTRALIA,1985,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,63.9976
19366..CZF...,AUSTRALIA,1985,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,64.7744
19366..IZF...,AUSTRALIA,1984,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,60.5935
19366..CZF...,AUSTRALIA,1984,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,59.9705
19366..IZF...,AUSTRALIA,1983,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,56.7992
19366..CZF...,AUSTRALIA,1983,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,56.0965
19366..IZF...,AUSTRALIA,1982,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,59.0588
19366..CZF...,AUSTRALIA,1982,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,57.8011
19366..IZF...,AUSTRALIA,1981,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,59.5219
19366..CZF...,AUSTRALIA,1981,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,58.111
19366..IZF...,AUSTRALIA,1980,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,57.7447
19366..CZF...,AUSTRALIA,1980,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,56.4064
19366..IZF...,AUSTRALIA,1979,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,56.901
19366..CZF...,AUSTRALIA,1979,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,56.0965
19366..IZF...,AUSTRALIA,1978,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,53.9989
19366..CZF...,AUSTRALIA,1978,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,53.3071
19366..IZF...,AUSTRALIA,1977,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,53.1527
19366..CZF...,AUSTRALIA,1977,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,52.5323
19366..IZF...,AUSTRALIA,1976,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,52.823
19366..CZF...,AUSTRALIA,1976,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,53.3823
19366..IZF...,AUSTRALIA,1975,"INDUSTRIAL PROD UNADJ, 2005=100",INDEX NUMBER,50.3742
19366..CZF...,AUSTRALIA,1975,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,50.805
19366..CZF...,AUSTRALIA,1974,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,54.9725
19366..CZF...,AUSTRALIA,1973,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,53.3
19366..CZF...,AUSTRALIA,1972,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,48.3648
19366..CZF...,AUSTRALIA,1971,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,47.7891
19366..CZF...,AUSTRALIA,1970,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,45.9795
19366..CZF...,AUSTRALIA,1969,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,43.978
19366..CZF...,AUSTRALIA,1968,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,41.2636
19366..CZF...,AUSTRALIA,1967,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,39.0428
19366..CZF...,AUSTRALIA,1966,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,36.9591
19366..CZF...,AUSTRALIA,1965,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,36.3285
19366..CZF...,AUSTRALIA,1964,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,34.6834
19366..CZF...,AUSTRALIA,1963,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,31.2013
19366..CZF...,AUSTRALIA,1962,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,29.5148
19366..CZF...,AUSTRALIA,1961,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,26.3062
19366..CZF...,AUSTRALIA,1960,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,27.9722
19366..CZF...,AUSTRALIA,1959,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,25.8126
19366..CZF...,AUSTRALIA,1958,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,24.0438
19366..CZF...,AUSTRALIA,1957,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,22.541
19366..CZF...,AUSTRALIA,1956,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,21.4591
19366..CZF...,AUSTRALIA,1955,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,20.1968
19366..CZF...,AUSTRALIA,1954,"INDUSTRIAL PROD SEAS ADJ, 2005=100",INDEX NUMBER,18.7541
12266...ZF...,AUSTRIA,2009,INDUSTRIAL PRODUCTION,INDEX NUMBER,102
12266..IZF...,AUSTRIA,2009,INDUSTRIAL PRODUCTION,INDEX NUMBER,102
12266..BZF...,AUSTRIA,2008,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,115.733
12266...ZF...,AUSTRIA,2008,INDUSTRIAL PRODUCTION,INDEX NUMBER,115.7
12266..IZF...,AUSTRIA,2008,INDUSTRIAL PRODUCTION,INDEX NUMBER,115.7
12266..BZF...,AUSTRIA,2007,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,113.624
12266...ZF...,AUSTRIA,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,113.6
12266..IZF...,AUSTRIA,2007,INDUSTRIAL PRODUCTION,INDEX NUMBER,113.6
12266..BZF...,AUSTRIA,2006,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,107.511
12266...ZF...,AUSTRIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,107.5
12266..IZF...,AUSTRIA,2006,INDUSTRIAL PRODUCTION,INDEX NUMBER,107.5
12266..BZF...,AUSTRIA,2005,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,100
12266...ZF...,AUSTRIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
12266..IZF...,AUSTRIA,2005,INDUSTRIAL PRODUCTION,INDEX NUMBER,100
12266..BZF...,AUSTRIA,2004,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,95.9042
12266...ZF...,AUSTRIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,95.9
12266..IZF...,AUSTRIA,2004,INDUSTRIAL PRODUCTION,INDEX NUMBER,95.9
12266..BZF...,AUSTRIA,2003,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,90.3118
12266...ZF...,AUSTRIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,90.3
12266..IZF...,AUSTRIA,2003,INDUSTRIAL PRODUCTION,INDEX NUMBER,90.3
12266..BZF...,AUSTRIA,2002,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,88.5289
12266...ZF...,AUSTRIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,88.5
12266..IZF...,AUSTRIA,2002,INDUSTRIAL PRODUCTION,INDEX NUMBER,88.5
12266..BZF...,AUSTRIA,2001,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,87.9413
12266...ZF...,AUSTRIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,87.9
12266..IZF...,AUSTRIA,2001,INDUSTRIAL PRODUCTION,INDEX NUMBER,87.9
12266..BZF...,AUSTRIA,2000,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,85.3397
12266...ZF...,AUSTRIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,85.3
12266..IZF...,AUSTRIA,2000,INDUSTRIAL PRODUCTION,INDEX NUMBER,85.3
12266..BZF...,AUSTRIA,1999,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,78.2132
12266...ZF...,AUSTRIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,78.2
12266..IZF...,AUSTRIA,1999,INDUSTRIAL PRODUCTION,INDEX NUMBER,78.2
12266..BZF...,AUSTRIA,1998,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,73.7818
12266...ZF...,AUSTRIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,73.8
12266..IZF...,AUSTRIA,1998,INDUSTRIAL PRODUCTION,INDEX NUMBER,73.8
12266..BZF...,AUSTRIA,1997,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,68.2618
12266...ZF...,AUSTRIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,68.3
12266..IZF...,AUSTRIA,1997,INDUSTRIAL PRODUCTION,INDEX NUMBER,68.3
12266..BZF...,AUSTRIA,1996,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,64.1557
12266...ZF...,AUSTRIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.2
12266..IZF...,AUSTRIA,1996,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.2
12266..BZF...,AUSTRIA,1995,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,64.3627
12266...ZF...,AUSTRIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.4
12266..IZF...,AUSTRIA,1995,INDUSTRIAL PRODUCTION,INDEX NUMBER,64.4
12266..BZF...,AUSTRIA,1994,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,70.8741
12266...ZF...,AUSTRIA,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,70.8992
12266..IZF...,AUSTRIA,1994,INDUSTRIAL PRODUCTION,INDEX NUMBER,70.8992
12266..BZF...,AUSTRIA,1993,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,58.9285
12266...ZF...,AUSTRIA,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,58.929
12266..IZF...,AUSTRIA,1993,INDUSTRIAL PRODUCTION,INDEX NUMBER,58.929
12266..BZF...,AUSTRIA,1992,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,59.9203
12266...ZF...,AUSTRIA,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.9049
12266..IZF...,AUSTRIA,1992,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.9049
12266..BZF...,AUSTRIA,1991,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,60.6591
12266...ZF...,AUSTRIA,1991,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.6303
12266..IZF...,AUSTRIA,1991,INDUSTRIAL PRODUCTION,INDEX NUMBER,60.6303
12266..BZF...,AUSTRIA,1990,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,59.6347
12266...ZF...,AUSTRIA,1990,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.6026
12266..IZF...,AUSTRIA,1990,INDUSTRIAL PRODUCTION,INDEX NUMBER,59.6026
12266..BZF...,AUSTRIA,1989,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,55.6619
12266...ZF...,AUSTRIA,1989,INDUSTRIAL PRODUCTION,INDEX NUMBER,55.6321
12266..IZF...,AUSTRIA,1989,INDUSTRIAL PRODUCTION,INDEX NUMBER,55.6321
12266..BZF...,AUSTRIA,1988,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,52.5315
12266...ZF...,AUSTRIA,1988,INDUSTRIAL PRODUCTION,INDEX NUMBER,52.5065
12266..IZF...,AUSTRIA,1988,INDUSTRIAL PRODUCTION,INDEX NUMBER,52.5065
12266..BZF...,AUSTRIA,1987,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,50.3478
12266...ZF...,AUSTRIA,1987,INDUSTRIAL PRODUCTION,INDEX NUMBER,50.3302
12266..IZF...,AUSTRIA,1987,INDUSTRIAL PRODUCTION,INDEX NUMBER,50.3302
12266..BZF...,AUSTRIA,1986,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,49.8583
12266...ZF...,AUSTRIA,1986,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.8473
12266..IZF...,AUSTRIA,1986,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.8473
12266..BZF...,AUSTRIA,1985,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,49.34
12266...ZF...,AUSTRIA,1985,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.3356
12266..IZF...,AUSTRIA,1985,INDUSTRIAL PRODUCTION,INDEX NUMBER,49.3356
12266..BZF...,AUSTRIA,1984,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,47.1237
12266...ZF...,AUSTRIA,1984,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.1168
12266..IZF...,AUSTRIA,1984,INDUSTRIAL PRODUCTION,INDEX NUMBER,47.1168
12266..BZF...,AUSTRIA,1983,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,44.7857
12266...ZF...,AUSTRIA,1983,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.7764
12266..IZF...,AUSTRIA,1983,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.7764
12266..BZF...,AUSTRIA,1982,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,44.412
12266...ZF...,AUSTRIA,1982,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.3943
12266..IZF...,AUSTRIA,1982,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.3943
12266..BZF...,AUSTRIA,1981,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,44.6817
12266...ZF...,AUSTRIA,1981,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.6598
12266..IZF...,AUSTRIA,1981,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.6598
12266..BZF...,AUSTRIA,1980,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,45.4602
12266...ZF...,AUSTRIA,1980,INDUSTRIAL PRODUCTION,INDEX NUMBER,45.4313
12266..IZF...,AUSTRIA,1980,INDUSTRIAL PRODUCTION,INDEX NUMBER,45.4313
12266..BZF...,AUSTRIA,1979,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,44.2829
12266...ZF...,AUSTRIA,1979,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.2561
12266..IZF...,AUSTRIA,1979,INDUSTRIAL PRODUCTION,INDEX NUMBER,44.2561
12266..BZF...,AUSTRIA,1978,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,41.1736
12266...ZF...,AUSTRIA,1978,INDUSTRIAL PRODUCTION,INDEX NUMBER,41.1521
12266..IZF...,AUSTRIA,1978,INDUSTRIAL PRODUCTION,INDEX NUMBER,41.1521
12266..BZF...,AUSTRIA,1977,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,40.0509
12266..IZF...,AUSTRIA,1977,INDUSTRIAL PRODUCTION,INDEX NUMBER,40.0366
12266...ZF...,AUSTRIA,1977,INDUSTRIAL PRODUCTION,INDEX NUMBER,40.0366
12266..BZF...,AUSTRIA,1976,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,38.5508
12266..IZF...,AUSTRIA,1976,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.539
12266...ZF...,AUSTRIA,1976,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.539
12266..BZF...,AUSTRIA,1975,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,36.4758
12266..IZF...,AUSTRIA,1975,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.4699
12266...ZF...,AUSTRIA,1975,INDUSTRIAL PRODUCTION,INDEX NUMBER,36.4699
12266..BZF...,AUSTRIA,1974,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,38.8897
12266...ZF...,AUSTRIA,1974,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.8858
12266..IZF...,AUSTRIA,1974,INDUSTRIAL PRODUCTION,INDEX NUMBER,38.8858
12266..BZF...,AUSTRIA,1973,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,37.0614
12266...ZF...,AUSTRIA,1973,INDUSTRIAL PRODUCTION,INDEX NUMBER,37.0593
12266..IZF...,AUSTRIA,1973,INDUSTRIAL PRODUCTION,INDEX NUMBER,37.0593
12266..BZF...,AUSTRIA,1972,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,35.288
12266...ZF...,AUSTRIA,1972,INDUSTRIAL PRODUCTION,INDEX NUMBER,35.2824
12266..IZF...,AUSTRIA,1972,INDUSTRIAL PRODUCTION,INDEX NUMBER,35.2824
12266..BZF...,AUSTRIA,1971,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,32.6921
12266...ZF...,AUSTRIA,1971,INDUSTRIAL PRODUCTION,INDEX NUMBER,32.6843
12266..IZF...,AUSTRIA,1971,INDUSTRIAL PRODUCTION,INDEX NUMBER,32.6843
12266..BZF...,AUSTRIA,1970,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,30.7951
12266...ZF...,AUSTRIA,1970,INDUSTRIAL PRODUCTION,INDEX NUMBER,30.7829
12266..IZF...,AUSTRIA,1970,INDUSTRIAL PRODUCTION,INDEX NUMBER,30.7829
12266..BZF...,AUSTRIA,1969,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,28.2971
12266...ZF...,AUSTRIA,1969,INDUSTRIAL PRODUCTION,INDEX NUMBER,28.2857
12266..IZF...,AUSTRIA,1969,INDUSTRIAL PRODUCTION,INDEX NUMBER,28.2857
12266..BZF...,AUSTRIA,1968,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,25.4331
12266...ZF...,AUSTRIA,1968,INDUSTRIAL PRODUCTION,INDEX NUMBER,25.4235
12266..IZF...,AUSTRIA,1968,INDUSTRIAL PRODUCTION,INDEX NUMBER,25.4235
12266..BZF...,AUSTRIA,1967,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,23.6662
12266...ZF...,AUSTRIA,1967,INDUSTRIAL PRODUCTION,INDEX NUMBER,23.6617
12266..IZF...,AUSTRIA,1967,INDUSTRIAL PRODUCTION,INDEX NUMBER,23.6617
12266..BZF...,AUSTRIA,1966,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,23.4818
12266...ZF...,AUSTRIA,1966,INDUSTRIAL PRODUCTION,INDEX NUMBER,23.4796
12266..IZF...,AUSTRIA,1966,INDUSTRIAL PRODUCTION,INDEX NUMBER,23.4796
12266..BZF...,AUSTRIA,1965,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,22.4402
12266..IZF...,AUSTRIA,1965,INDUSTRIAL PRODUCTION,INDEX NUMBER,22.4404
12266...ZF...,AUSTRIA,1965,INDUSTRIAL PRODUCTION,INDEX NUMBER,22.4404
12266..BZF...,AUSTRIA,1964,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,21.4955
12266..IZF...,AUSTRIA,1964,INDUSTRIAL PRODUCTION,INDEX NUMBER,21.4955
12266...ZF...,AUSTRIA,1964,INDUSTRIAL PRODUCTION,INDEX NUMBER,21.4955
12266..BZF...,AUSTRIA,1963,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,19.9512
12266..IZF...,AUSTRIA,1963,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.951
12266...ZF...,AUSTRIA,1963,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.951
12266..BZF...,AUSTRIA,1962,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,19.0609
12266..IZF...,AUSTRIA,1962,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.0601
12266...ZF...,AUSTRIA,1962,INDUSTRIAL PRODUCTION,INDEX NUMBER,19.0601
12266..BZF...,AUSTRIA,1961,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,18.5583
12266..IZF...,AUSTRIA,1961,INDUSTRIAL PRODUCTION,INDEX NUMBER,18.5592
12266...ZF...,AUSTRIA,1961,INDUSTRIAL PRODUCTION,INDEX NUMBER,18.5592
12266..BZF...,AUSTRIA,1960,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,17.845
12266..IZF...,AUSTRIA,1960,INDUSTRIAL PRODUCTION,INDEX NUMBER,17.8452
12266...ZF...,AUSTRIA,1960,INDUSTRIAL PRODUCTION,INDEX NUMBER,17.8452
12266..BZF...,AUSTRIA,1959,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,16.1433
12266..IZF...,AUSTRIA,1959,INDUSTRIAL PRODUCTION,INDEX NUMBER,16.1417
12266...ZF...,AUSTRIA,1959,INDUSTRIAL PRODUCTION,INDEX NUMBER,16.1417
12266..BZF...,AUSTRIA,1958,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,15.2597
12266..IZF...,AUSTRIA,1958,INDUSTRIAL PRODUCTION,INDEX NUMBER,15.2558
12266...ZF...,AUSTRIA,1958,INDUSTRIAL PRODUCTION,INDEX NUMBER,15.2558
12266..BZF...,AUSTRIA,1957,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,14.8836
12266..IZF...,AUSTRIA,1957,INDUSTRIAL PRODUCTION,INDEX NUMBER,14.8787
12266...ZF...,AUSTRIA,1957,INDUSTRIAL PRODUCTION,INDEX NUMBER,14.8787
12266..BZF...,AUSTRIA,1956,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,14.0861
12266..IZF...,AUSTRIA,1956,INDUSTRIAL PRODUCTION,INDEX NUMBER,14.0813
12266...ZF...,AUSTRIA,1956,INDUSTRIAL PRODUCTION,INDEX NUMBER,14.0813
12266..BZF...,AUSTRIA,1955,INDUSTRIAL PRODUCTION S A,INDEX NUMBER,13.4029
12266..IZF...,AUSTRIA,1955,INDUSTRIAL PRODUCTION,INDEX NUMBER,13.399
12266...ZF...,AUSTRIA,1955,INDUSTRIAL PRODUCTION,INDEX NUMBER,13.399
12266...ZF...,AUSTRIA,1954,INDUSTRIAL PRODUCTION,INDEX NUMBER,11.513
